Longitude,Latitude,Accident_Severity,Number_of_Casualties,Number_of_Vehicles,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Vehicle_Type,Sex_of_Driver,Age_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,DateTime
-2.580522,53.775276,Fatal,5,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,34,2497,3,2008-03-27 13:25:00
-2.580522,53.775276,Fatal,5,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,56,-1,4,2008-03-27 13:25:00
-2.580522,53.775276,Fatal,5,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,48,1560,2,2008-03-27 13:25:00
-2.623175,53.765894,Fatal,2,2,7,Dual carriageway,70,Daylight,Fine no high winds,Wet or damp,Car,Male,22,1396,5,2008-06-21 15:25:00
-2.623175,53.765894,Fatal,2,2,7,Dual carriageway,70,Daylight,Fine no high winds,Wet or damp,Car,Male,29,1998,6,2008-06-21 15:25:00
-2.743851,53.743993,Fatal,1,2,3,Unknown,30,Daylight,Fine no high winds,Dry,Car,Male,40,3200,-1,2008-09-23 18:24:00
-2.743851,53.743993,Fatal,1,2,3,Unknown,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,9,-1,-1,2008-09-23 18:24:00
-2.586109,53.773271,Fatal,1,2,2,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,40,1783,5,2008-11-24 06:05:00
-2.586109,53.773271,Fatal,1,2,2,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Goods vehicle,Male,51,12600,5,2008-11-24 06:05:00
-2.697447,53.761979,Fatal,1,1,4,One way street,30,Daylight,Fine no high winds,Dry,Car,Female,32,1598,4,2008-05-14 10:35:00
-2.684814,53.750097,Fatal,2,2,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,32,1149,11,2008-07-26 20:05:00
-2.717522,53.765007,Fatal,2,2,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Female,21,-1,-1,2008-10-09 12:07:00
-2.69769,53.758382,Fatal,1,1,6,One way street,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,43,2496,9,2008-12-19 08:55:00
-2.737782,53.830319,Fatal,4,2,6,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,18,1598,9,2008-02-15 23:25:00
-2.737782,53.830319,Fatal,4,2,6,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,39,2402,6,2008-02-15 23:25:00
-2.684989,53.770141,Fatal,1,1,2,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,55,1364,2,2008-11-17 18:20:00
-2.728545,53.770783,Fatal,1,1,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,23,1968,-1,2008-07-06 11:35:00
-2.725914,53.767832,Fatal,3,2,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,23,1124,10,2008-08-26 23:15:00
-2.725914,53.767832,Fatal,3,2,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,25,1910,4,2008-08-26 23:15:00
-2.483956,53.743706,Fatal,1,1,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,50,1998,7,2008-04-26 01:08:00
-2.484526,53.740558,Fatal,1,2,7,Dual carriageway,30,Daylight,Other,Frost or ice,Car,Male,96,1527,8,2008-12-06 15:25:00
-2.484526,53.740558,Fatal,1,2,7,Dual carriageway,30,Daylight,Other,Frost or ice,Car,Male,56,1229,1,2008-12-06 15:25:00
-2.363826,53.721391,Fatal,1,2,1,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Female,31,1900,2,2008-02-10 12:39:00
-2.358144,53.748193,Fatal,1,1,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Goods vehicle,Male,33,-1,-1,2008-12-08 21:17:00
-2.381095,53.770862,Fatal,1,1,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,44,12913,2,2008-04-29 16:00:00
-2.399135,53.769276,Fatal,3,1,7,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Car,Male,37,2544,12,2008-09-06 18:00:00
-2.396915,53.823392,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,70,-1,-1,2008-01-02 17:29:00
-2.396915,53.823392,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,79,-1,-1,2008-01-02 17:29:00
-2.396915,53.823392,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,51,1870,6,2008-01-02 17:29:00
-2.395514,53.819801,Fatal,5,2,7,Dual carriageway,60,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,18,-1,-1,2008-01-19 22:00:00
-2.395514,53.819801,Fatal,5,2,7,Dual carriageway,60,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,49,1998,9,2008-01-19 22:00:00
-2.504591,53.795484,Fatal,6,2,7,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Female,59,1988,13,2008-04-12 17:15:00
-2.504591,53.795484,Fatal,6,2,7,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,42,2500,1,2008-04-12 17:15:00
-2.387914,53.802839,Fatal,3,2,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,43,-1,-1,2008-05-03 15:30:00
-2.33957,53.908146,Fatal,2,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Pedal cycle,Male,67,-1,-1,2008-05-11 13:30:00
-2.33957,53.908146,Fatal,2,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,47,1753,6,2008-05-11 13:30:00
-2.283834,53.927255,Fatal,3,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,17,2300,7,2008-08-29 15:40:00
-2.2568,53.914374,Fatal,4,3,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Female,27,1896,4,2008-09-08 22:27:00
-2.15945,53.736847,Fatal,3,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,32,1389,10,2008-06-29 18:24:00
-2.181584,53.912533,Fatal,1,1,5,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,19,-1,-1,2008-05-29 12:42:00
-2.102309,53.866519,Fatal,1,2,3,Single carriageway,60,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,22,1149,4,2008-11-04 18:35:00
-2.321339,53.694367,Fatal,1,1,1,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Dry,Car,Male,22,-1,-1,2008-05-04 03:14:00
-2.305871,53.691622,Fatal,1,1,1,Dual carriageway,70,Darkness - lights lit,Snowing no high winds,Frost or ice,Car,Male,49,1896,5,2008-11-23 05:28:00
-2.602622,53.644206,Fatal,6,1,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,39,1795,10,2008-02-13 12:17:00
-2.842923,53.53444,Fatal,4,3,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Female,26,1242,1,2008-02-07 20:30:00
-2.842923,53.53444,Fatal,4,3,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,60,1242,9,2008-02-07 20:30:00
-2.842923,53.53444,Fatal,4,3,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Female,20,998,4,2008-02-07 20:30:00
-2.743436,53.866417,Fatal,5,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,44,2151,6,2008-07-04 01:17:00
-2.743436,53.866417,Fatal,5,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,61,12777,2,2008-07-04 01:17:00
-2.743436,53.866417,Fatal,5,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,71,1598,11,2008-07-04 01:17:00
-2.743436,53.866417,Fatal,5,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Female,34,1597,10,2008-07-04 01:17:00
-2.692066,53.63761,Fatal,1,2,5,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,47,15607,4,2008-07-10 17:18:00
-2.692066,53.63761,Fatal,1,2,5,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,35,1248,1,2008-07-10 17:18:00
-2.842292,53.806261,Fatal,1,1,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,24,1595,10,2008-09-14 00:37:00
-2.433279,53.755225,Fatal,2,1,4,Dual carriageway,70,Daylight,Other,Frost or ice,Car,Male,24,1762,9,2008-10-29 06:56:00
-2.532551,53.713659,Fatal,3,1,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,67,1896,2,2008-10-26 19:30:00
-2.771422,54.040071,Fatal,1,1,4,Dual carriageway,70,Daylight,Fog or mist,Wet or damp,Goods vehicle,Male,44,2463,3,2008-12-31 13:15:00
-2.985082,53.320852,Fatal,1,1,2,Single carriageway,30,Darkness - lights lit,Fine + high winds,Dry,Car,Female,58,-1,-1,2008-01-21 17:36:00
-2.99687,53.362823,Fatal,1,3,5,Dual carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,44,-1,-1,2008-03-06 15:29:00
-3.055755,53.380116,Fatal,1,2,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,28,2402,5,2008-05-02 21:55:00
-3.049719,53.373068,Fatal,2,1,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,68,2435,8,2008-06-30 15:20:00
-3.088627,53.41344,Fatal,1,1,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,27,1360,9,2008-06-30 14:47:00
-3.060005,53.557073,Fatal,1,2,3,Roundabout,30,Daylight,Fine no high winds,Dry,Car,Male,37,1598,6,2008-03-04 16:40:00
-3.060005,53.557073,Fatal,1,2,3,Roundabout,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,81,-1,-1,2008-03-04 16:40:00
-3.045904,53.554591,Fatal,1,1,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,51,1598,14,2008-04-26 14:15:00
-2.99765,53.441202,Fatal,6,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,18,2954,14,2008-05-01 20:10:00
-2.99765,53.441202,Fatal,6,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,17,-1,-1,2008-05-01 20:10:00
-2.99765,53.441202,Fatal,6,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,27,2446,9,2008-05-01 20:10:00
-2.99765,53.441202,Fatal,6,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,-1,1596,4,2008-05-01 20:10:00
-3.01518,53.513416,Fatal,2,2,5,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,51,1973,8,2008-06-12 13:35:00
-3.01518,53.513416,Fatal,2,2,5,Single carriageway,50,Daylight,Fine no high winds,Dry,Goods vehicle,Male,46,12900,1,2008-06-12 13:35:00
-3.010337,53.645684,Fatal,1,1,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,25,-1,-1,2008-06-29 20:25:00
-2.957606,53.488183,Fatal,5,2,5,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,23,1974,11,2008-07-17 22:30:00
-2.957606,53.488183,Fatal,5,2,5,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,32,4197,2,2008-07-17 22:30:00
-3.056816,53.59872,Fatal,5,2,5,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,80,1794,6,2008-09-25 15:46:00
-3.056816,53.59872,Fatal,5,2,5,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,64,1994,5,2008-09-25 15:46:00
-2.960631,53.475304,Fatal,3,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,68,1596,6,2008-09-08 08:55:00
-2.960631,53.475304,Fatal,3,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,31,1497,3,2008-09-08 08:55:00
-2.90112,53.503993,Fatal,1,2,3,Single carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,28,1896,4,2008-10-07 07:01:00
-2.97044,53.660665,Fatal,1,2,6,Single carriageway,30,Daylight,Fine + high winds,Dry,Car,Male,32,1998,5,2008-10-10 08:39:00
-3.006112,53.646169,Fatal,1,1,7,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,23,1905,15,2008-12-20 02:15:00
-2.867674,53.416598,Fatal,1,1,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,34,1783,6,2008-01-24 21:37:00
-2.819131,53.349074,Fatal,6,2,1,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Dry,Car,Male,17,1796,8,2008-04-06 22:39:00
-2.819131,53.349074,Fatal,6,2,1,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Dry,Car,Male,22,1984,8,2008-04-06 22:39:00
-2.856049,53.437087,Fatal,2,2,1,Dual carriageway,70,Daylight,Raining no high winds,Wet or damp,Car,Male,29,-1,-1,2008-05-11 16:40:00
-2.856049,53.437087,Fatal,2,2,1,Dual carriageway,70,Daylight,Raining no high winds,Wet or damp,Goods vehicle,Male,-1,12900,-1,2008-05-11 16:40:00
-2.838632,53.424087,Fatal,2,1,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,25,2287,1,2008-05-16 21:45:00
-2.862777,53.41996,Fatal,1,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,32,1796,4,2008-06-25 15:15:00
-2.862777,53.41996,Fatal,1,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,43,1686,8,2008-06-25 15:15:00
-2.785397,53.409887,Fatal,1,1,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,63,1364,-1,2008-09-23 20:25:00
-2.855712,53.472776,Fatal,4,2,4,Dual carriageway,40,Darkness - lights lit,Fine + high winds,Wet or damp,Car,Male,18,1198,-1,2008-10-01 22:15:00
-2.744052,53.41132,Fatal,1,1,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,41,-1,-1,2008-02-13 15:19:00
-2.721864,53.442558,Fatal,3,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,39,1598,9,2008-06-22 04:13:00
-2.721864,53.442558,Fatal,3,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Not known,-1,1149,7,2008-06-22 04:13:00
-2.773047,53.400799,Fatal,1,1,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,35,1895,8,2008-07-13 23:23:00
-2.773221,53.485024,Fatal,1,2,6,Dual carriageway,70,Daylight,Raining no high winds,Wet or damp,Car,Male,32,1388,7,2008-09-05 16:30:00
-2.767815,53.469418,Fatal,2,1,6,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Female,18,1299,4,2008-10-10 23:15:00
-2.741501,53.446303,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,25,1587,1,2008-10-17 04:29:00
-2.797401,53.45646,Fatal,3,2,2,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,47,1998,2,2008-11-03 16:20:00
-2.797401,53.45646,Fatal,3,2,2,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,33,998,5,2008-11-03 16:20:00
-2.687686,53.395837,Fatal,1,2,6,Single carriageway,60,Darkness - lights lit,Fine no high winds,Wet or damp,Goods vehicle,Male,25,2151,8,2008-11-21 16:40:00
-2.792688,53.445974,Fatal,4,2,2,Single carriageway,40,Daylight,Fine no high winds,Wet or damp,Car,Male,32,1998,3,2008-12-01 12:30:00
-2.792688,53.445974,Fatal,4,2,2,Single carriageway,40,Daylight,Fine no high winds,Wet or damp,Car,Male,75,1396,8,2008-12-01 12:30:00
-2.733769,53.469452,Fatal,1,1,5,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,35,2200,13,2008-12-18 16:16:00
-2.94435,53.468153,Fatal,2,1,2,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,32,1753,7,2008-02-11 01:49:00
-2.894973,53.426824,Fatal,1,1,1,Single carriageway,20,Darkness - lights lit,Fine + high winds,Dry,Car,Male,18,1598,1,2008-03-02 19:15:00
-2.91322,53.463631,Fatal,1,4,6,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Not known,24,-1,-1,2008-04-11 18:00:00
-2.91322,53.463631,Fatal,1,4,6,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Male,-1,-1,-1,2008-04-11 18:00:00
-2.91322,53.463631,Fatal,1,4,6,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Female,41,1840,7,2008-04-11 18:00:00
-2.996824,53.425209,Fatal,1,2,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,33,1596,5,2008-05-25 03:43:00
-2.996824,53.425209,Fatal,1,2,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,47,3175,4,2008-05-25 03:43:00
-2.905713,53.415237,Fatal,2,1,5,Dual carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,20,1597,11,2008-05-29 11:36:00
-2.216607,53.501261,Fatal,1,1,4,One way street,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,37,1396,12,2008-12-24 21:05:00
-2.194321,53.474153,Fatal,5,2,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,24,-1,-1,2008-01-12 23:55:00
-2.18332,53.508328,Fatal,1,1,7,Single carriageway,30,Darkness - lights lit,Other,Wet or damp,Car,Male,45,-1,-1,2008-01-12 01:30:00
-2.17997,53.500782,Fatal,1,1,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,26,1242,4,2008-03-13 09:36:00
-2.167046,53.472846,Fatal,3,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,18,2319,11,2008-08-22 22:30:00
-2.265691,53.442915,Fatal,1,3,5,Single carriageway,30,Daylight,Other,Dry,Car,Male,18,1998,4,2008-11-20 15:58:00
-2.265691,53.442915,Fatal,1,3,5,Single carriageway,30,Daylight,Other,Dry,Car,Female,63,1199,6,2008-11-20 15:58:00
-2.265691,53.442915,Fatal,1,3,5,Single carriageway,30,Daylight,Other,Dry,Pedal cycle,Male,64,-1,-1,2008-11-20 15:58:00
-2.244964,53.451499,Fatal,1,2,7,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,-1,-1,-1,2008-04-12 03:36:00
-2.244964,53.451499,Fatal,1,2,7,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Pedal cycle,Male,50,-1,-1,2008-04-12 03:36:00
-2.166543,53.459813,Fatal,1,1,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2008-05-18 22:50:00
-2.241774,53.367011,Fatal,1,1,1,Dual carriageway,40,Darkness - lights lit,Raining + high winds,Wet or damp,Car,Female,48,1796,11,2008-01-13 22:21:00
-2.200606,53.432975,Fatal,4,4,6,Unknown,30,Darkness - lighting unknown,Unknown,Dry,Car,Not known,-1,2000,2,2008-01-18 21:48:00
-2.200606,53.432975,Fatal,4,4,6,Unknown,30,Darkness - lighting unknown,Unknown,Dry,Car,Female,38,1360,8,2008-01-18 21:48:00
-2.200606,53.432975,Fatal,4,4,6,Unknown,30,Darkness - lighting unknown,Unknown,Dry,Car,Not known,30,-1,-1,2008-01-18 21:48:00
-2.200606,53.432975,Fatal,4,4,6,Unknown,30,Darkness - lighting unknown,Unknown,Dry,Car,Male,55,1796,1,2008-01-18 21:48:00
-2.253879,53.50703,Fatal,1,1,3,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,53,1390,10,2008-01-22 19:15:00
-2.358175,53.483932,Fatal,5,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,34,1391,7,2008-06-20 15:50:00
-2.358175,53.483932,Fatal,5,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,30,1998,3,2008-06-20 15:50:00
-2.116844,53.460861,Fatal,2,1,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,21,1364,-1,2008-06-26 08:50:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,18,1390,-1,2008-08-01 23:53:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,2972,2,2008-08-01 23:53:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,-1,-1,2008-08-01 23:53:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,2792,1,2008-08-01 23:53:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,3189,2,2008-08-01 23:53:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,2792,2,2008-08-01 23:53:00
-2.066276,53.485439,Fatal,2,8,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,2792,2,2008-08-01 23:53:00
-2.174395,53.427803,Fatal,1,1,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,26,1390,3,2008-09-23 15:48:00
-2.205136,53.373462,Fatal,1,1,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2008-10-08 09:45:00
-2.179936,53.385637,Fatal,2,3,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,20,1998,6,2008-08-15 00:48:00
-2.179936,53.385637,Fatal,2,3,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,61,1388,5,2008-08-15 00:48:00
-2.179936,53.385637,Fatal,2,3,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,-1,1753,-1,2008-08-15 00:48:00
-2.166094,53.421792,Fatal,1,3,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Goods vehicle,Not known,40,2402,1,2008-08-23 20:50:00
-2.166094,53.421792,Fatal,1,3,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,40,1896,7,2008-08-23 20:50:00
-2.166094,53.421792,Fatal,1,3,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,30,2198,1,2008-08-23 20:50:00
-2.169897,53.356708,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,24,1149,4,2008-08-29 21:26:00
-2.226016,53.399401,Fatal,1,1,3,Dual carriageway,40,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,48,2597,6,2008-10-07 20:30:00
-2.57636,53.5931,Fatal,5,5,3,Single carriageway,60,Darkness - no lighting,Fine no high winds,Frost or ice,Car,Male,34,1596,14,2008-11-25 07:15:00
-2.57636,53.5931,Fatal,5,5,3,Single carriageway,60,Darkness - no lighting,Fine no high winds,Frost or ice,Car,Male,51,1896,2,2008-11-25 07:15:00
-2.57636,53.5931,Fatal,5,5,3,Single carriageway,60,Darkness - no lighting,Fine no high winds,Frost or ice,Car,Male,40,1461,3,2008-11-25 07:15:00
-2.57636,53.5931,Fatal,5,5,3,Single carriageway,60,Darkness - no lighting,Fine no high winds,Frost or ice,Car,Male,48,2290,10,2008-11-25 07:15:00
-2.516365,53.542409,Fatal,1,1,4,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Female,43,2497,8,2008-12-10 13:35:00
-2.39348,53.60238,Fatal,1,1,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,48,-1,-1,2008-04-02 16:30:00
-2.434481,53.57752,Fatal,2,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,34,-1,-1,2008-05-26 12:54:00
-2.434481,53.57752,Fatal,2,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,24,1364,2,2008-05-26 12:54:00
-2.423352,53.582234,Fatal,1,2,4,Dual carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,33,12913,-1,2008-07-16 09:05:00
-2.423352,53.582234,Fatal,1,2,4,Dual carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,50,-1,-1,2008-07-16 09:05:00
-2.663416,53.556335,Fatal,4,2,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,38,1990,16,2008-10-06 22:30:00
-2.663416,53.556335,Fatal,4,2,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,27,1587,5,2008-10-06 22:30:00
-2.634039,53.489618,Fatal,1,2,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,67,1368,2,2008-10-17 20:04:00
-2.671299,53.529864,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,26,1149,5,2008-03-14 02:56:00
-2.353757,53.423811,Fatal,1,1,6,Single carriageway,30,Daylight,Raining + high winds,Wet or damp,Car,Male,77,-1,-1,2008-01-18 12:05:00
-2.309076,53.446406,Fatal,1,1,7,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Not known,-1,-1,-1,2008-04-12 01:57:00
-2.341964,53.473193,Fatal,3,2,6,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Male,19,998,1,2008-07-18 16:28:00
-2.341964,53.473193,Fatal,3,2,6,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,23,2402,8,2008-07-18 16:28:00
-2.309828,53.446314,Fatal,1,1,2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,44,4250,4,2008-08-18 11:10:00
-2.254472,53.580915,Fatal,1,2,7,Single carriageway,40,Darkness - lights lit,Fine no high winds,Flood over 3cm. deep,Car,Male,38,1998,1,2008-08-09 21:55:00
-2.306683,53.594814,Fatal,3,1,6,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,33,1396,11,2008-08-01 05:08:00
-2.177027,53.590223,Fatal,1,1,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,59,1248,2,2008-12-21 01:20:00
-2.210861,53.588909,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,28,1896,7,2008-01-18 22:30:00
-2.211735,53.582346,Fatal,1,3,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,23,-1,-1,2008-04-04 07:05:00
-2.211735,53.582346,Fatal,1,3,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,38,6692,-1,2008-04-04 07:05:00
-2.245248,53.578956,Fatal,2,1,7,Single carriageway,40,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,20,998,4,2008-05-17 01:33:00
