Longitude,Latitude,Number_of_Casualties,Number_of_Vehicles,Speed_limit,Weather_Conditions,Vehicle_Type,DateTime
-3.440491,56.395526,1,1,30,Fine no high winds,Goods vehicle,2007-07-24 12:23:00
-2.595328,56.55268,1,2,30,Raining no high winds,Car,2007-08-18 23:55:00
-2.595328,56.55268,1,2,30,Raining no high winds,Car,2007-08-18 23:55:00
-3.743585,56.36261,1,2,60,Fine no high winds,Car,2007-08-22 15:10:00
-3.743585,56.36261,1,2,60,Fine no high winds,Goods vehicle,2007-08-22 15:10:00
-3.315889,56.169401,1,1,60,Fine no high winds,Car,2007-08-25 22:40:00
-3.357945,56.525125,1,2,60,Fine no high winds,Goods vehicle,2007-08-27 13:58:00
-2.472526,56.736302,5,2,40,Raining no high winds,Car,2007-09-05 08:35:00
-2.472526,56.736302,5,2,40,Raining no high winds,Goods vehicle,2007-09-05 08:35:00
-2.8363,56.695222,1,1,70,Fine no high winds,Car,2007-09-22 07:35:00
-3.499595,56.485308,1,1,60,Fine no high winds,Goods vehicle,2007-10-12 04:49:00
-3.019396,56.206255,1,2,60,Fine no high winds,Car,2007-01-25 09:30:00
-3.019396,56.206255,1,2,60,Fine no high winds,Goods vehicle,2007-01-25 09:30:00
-3.454468,56.056065,1,1,30,Fine no high winds,Car,2007-03-02 08:15:00
-3.08791,56.166406,3,4,60,Fine no high winds,Car,2007-03-13 22:10:00
-3.08791,56.166406,3,4,60,Fine no high winds,Car,2007-03-13 22:10:00
-3.08791,56.166406,3,4,60,Fine no high winds,Car,2007-03-13 22:10:00
-3.08791,56.166406,3,4,60,Fine no high winds,Car,2007-03-13 22:10:00
-3.353318,56.102503,1,1,30,Fine no high winds,Car,2007-04-12 14:55:00
-3.220394,56.154566,1,2,60,Fine no high winds,Car,2007-05-15 11:50:00
-2.869647,56.320608,1,1,60,Raining no high winds,Car,2007-07-18 07:50:00
-3.195086,56.106832,3,1,60,Fine no high winds,Car,2007-08-10 21:30:00
-3.212773,56.142601,1,1,40,Fine no high winds,Car,2007-10-02 20:30:00
-3.171766,56.143715,2,2,70,Fine no high winds,Goods vehicle,2007-11-13 10:29:00
-3.171766,56.143715,2,2,70,Fine no high winds,Car,2007-11-13 10:29:00
-4.409502,55.871687,6,1,30,Fine no high winds,Car,2007-01-20 23:15:00
-3.492412,55.919923,1,1,70,Fine no high winds,Car,2007-01-20 23:50:00
-3.304464,55.736317,1,1,60,Raining no high winds,Car,2007-03-04 13:20:00
-3.312264,55.906878,2,3,60,Fine no high winds,Car,2007-03-04 10:00:00
-3.312264,55.906878,2,3,60,Fine no high winds,Car,2007-03-04 10:00:00
-3.312264,55.906878,2,3,60,Fine no high winds,Car,2007-03-04 10:00:00
-3.16871,55.649081,3,2,60,Fine no high winds,Car,2007-04-01 14:55:00
-3.16871,55.649081,3,2,60,Fine no high winds,Car,2007-04-01 14:55:00
-2.681933,55.62849,1,2,60,Fine no high winds,Goods vehicle,2007-04-13 13:37:00
-3.189849,55.497101,2,2,60,Fine no high winds,Car,2007-04-15 12:17:00
-2.983535,55.944805,2,2,60,Fine no high winds,Car,2007-04-19 12:30:00
-2.983535,55.944805,2,2,60,Fine no high winds,Car,2007-04-19 12:30:00
-3.185827,55.957222,1,1,30,Fine no high winds,Car,2007-05-07 17:15:00
-3.502597,55.416466,1,1,60,Fine no high winds,Car,2007-05-14 10:40:00
-3.127816,55.884623,3,2,40,Fine + high winds,Car,2007-05-18 20:35:00
-3.127816,55.884623,3,2,40,Fine + high winds,Goods vehicle,2007-05-18 20:35:00
-2.266344,55.868565,2,2,60,Fine no high winds,Car,2007-05-19 22:05:00
-2.266344,55.868565,2,2,60,Fine no high winds,Goods vehicle,2007-05-19 22:05:00
-3.46784,55.921836,2,3,70,Fine no high winds,Goods vehicle,2007-05-20 10:30:00
-3.46784,55.921836,2,3,70,Fine no high winds,Car,2007-05-20 10:30:00
-3.46784,55.921836,2,3,70,Fine no high winds,Car,2007-05-20 10:30:00
-3.250933,55.90491,3,1,30,Fine no high winds,Car,2007-05-30 15:27:00
-3.150086,55.853776,1,1,60,Raining no high winds,Car,2007-06-03 20:38:00
-2.613233,55.500627,1,1,60,Fine no high winds,Goods vehicle,2007-06-15 07:20:00
-3.078716,55.618364,1,3,60,Fine no high winds,Car,2007-06-18 07:50:00
-3.078716,55.618364,1,3,60,Fine no high winds,Goods vehicle,2007-06-18 07:50:00
-3.078716,55.618364,1,3,60,Fine no high winds,Car,2007-06-18 07:50:00
-2.591112,55.988105,1,1,70,Raining no high winds,Car,2007-06-20 19:00:00
-3.191337,55.870636,1,1,60,Fine no high winds,Car,2007-06-21 12:10:00
-2.869005,55.656242,4,2,60,Fine no high winds,Car,2007-07-02 16:35:00
-2.869005,55.656242,4,2,60,Fine no high winds,Car,2007-07-02 16:35:00
-3.509768,55.983513,3,2,50,Fine no high winds,Car,2007-07-11 19:30:00
-3.685906,55.879773,6,2,60,Raining no high winds,Car,2007-07-26 17:02:00
-3.685906,55.879773,6,2,60,Raining no high winds,Car,2007-07-26 17:02:00
-3.084147,55.946836,3,1,40,Fine no high winds,Car,2007-07-29 15:25:00
-3.473554,55.912152,1,2,60,Fine no high winds,Car,2007-08-16 13:40:00
-2.342145,52.93187,1,1,70,Raining no high winds,Car,2007-08-19 06:13:00
-3.538438,55.886018,1,1,30,Fine no high winds,Car,2007-08-21 23:30:00
-2.86625,55.653835,2,2,60,Fine no high winds,Car,2007-08-23 20:15:00
-3.527752,55.870425,2,1,40,Fine no high winds,Car,2007-09-08 22:30:00
-3.49582,55.883757,1,1,70,Fine no high winds,Car,2007-09-09 03:25:00
-3.496849,55.902166,1,1,30,Fine no high winds,Car,2007-10-20 18:40:00
-2.246718,55.797444,5,2,60,Fine no high winds,Car,2007-10-27 16:45:00
-2.246718,55.797444,5,2,60,Fine no high winds,Car,2007-10-27 16:45:00
-3.572175,55.90581,7,8,70,Fine no high winds,Goods vehicle,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Car,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Goods vehicle,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Goods vehicle,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Car,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Goods vehicle,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Goods vehicle,2007-10-31 06:05:00
-3.572175,55.90581,7,8,70,Fine no high winds,Car,2007-10-31 06:05:00
-2.452846,55.705207,4,4,60,Fine + high winds,Car,2007-11-06 17:00:00
-2.452846,55.705207,4,4,60,Fine + high winds,Goods vehicle,2007-11-06 17:00:00
-2.452846,55.705207,4,4,60,Fine + high winds,Goods vehicle,2007-11-06 17:00:00
-2.452846,55.705207,4,4,60,Fine + high winds,Goods vehicle,2007-11-06 17:00:00
-2.509614,55.994938,1,1,30,Fine no high winds,Goods vehicle,2007-11-30 16:54:00
-2.75989,55.61078,2,1,60,Fine no high winds,Car,2007-12-10 19:29:00
-2.383303,55.948404,2,1,60,Fine no high winds,Car,2007-12-23 16:40:00
-3.191533,55.965703,1,2,30,Fine no high winds,Car,2007-12-24 11:55:00
-3.961468,56.109707,2,2,70,Raining no high winds,Goods vehicle,2007-03-11 23:10:00
-3.961468,56.109707,2,2,70,Raining no high winds,Car,2007-03-11 23:10:00
-3.611104,56.011255,1,2,30,Fine no high winds,Car,2007-05-24 13:40:00
-3.918607,56.001372,6,2,70,Fine no high winds,Car,2007-07-15 11:00:00
-3.918607,56.001372,6,2,70,Fine no high winds,Car,2007-07-15 11:00:00
-4.293578,56.295773,1,2,60,Fine no high winds,Car,2007-08-04 10:00:00
-3.87016,56.137095,2,1,60,Fine no high winds,Car,2007-08-09 18:45:00
-4.355613,56.005929,1,2,60,Fine no high winds,Car,2007-09-14 06:57:00
-4.355613,56.005929,1,2,60,Fine no high winds,Goods vehicle,2007-09-14 06:57:00
-3.711073,56.109926,1,1,60,Fine no high winds,Car,2007-10-08 20:00:00
-4.280888,56.253678,1,2,60,Raining + high winds,Goods vehicle,2007-10-27 16:44:00
-4.237525,55.861093,9,2,30,Raining no high winds,Car,2007-08-18 19:05:00
-4.237525,55.861093,9,2,30,Raining no high winds,Car,2007-08-18 19:05:00
-4.337843,55.889607,2,1,30,Fine no high winds,Goods vehicle,2007-03-01 12:07:00
-4.354435,55.888931,1,1,30,Fine no high winds,Car,2007-12-17 10:10:00
-4.137779,55.86062,1,1,40,Fine no high winds,Car,2007-10-06 23:25:00
-4.227347,55.884286,1,1,30,Fine no high winds,Car,2007-11-23 10:10:00
-4.152709,55.850294,1,1,30,Fine no high winds,Car,2007-12-17 17:45:00
-4.323125,55.889526,1,1,30,Fine no high winds,Goods vehicle,2007-10-15 10:05:00
-4.262248,55.884998,1,1,30,Fine no high winds,Car,2007-05-29 14:15:00
-4.341683,55.929439,3,3,40,Fine no high winds,Car,2007-01-16 13:25:00
-4.341683,55.929439,3,3,40,Fine no high winds,Car,2007-01-16 13:25:00
-4.341683,55.929439,3,3,40,Fine no high winds,Car,2007-01-16 13:25:00
-4.218441,55.938372,1,1,30,Fine no high winds,Goods vehicle,2007-01-23 08:45:00
-4.181689,55.862815,1,1,30,Fine no high winds,Goods vehicle,2007-03-20 10:02:00
-4.310658,55.841227,1,1,30,Raining no high winds,Car,2007-11-18 18:40:00
-4.349089,55.850745,1,2,30,Fine no high winds,Car,2007-06-04 14:32:00
-4.349089,55.850745,1,2,30,Fine no high winds,Pedal cycle,2007-06-04 14:32:00
-4.346124,55.843971,1,1,30,Fine no high winds,Car,2007-02-10 18:50:00
-4.278357,55.739548,1,1,30,Fine no high winds,Car,2007-02-01 18:15:00
-4.396407,55.799229,1,1,30,Fine no high winds,Car,2007-11-30 22:50:00
-4.356371,55.76513,2,2,40,Raining no high winds,Car,2007-08-05 18:10:00
-4.356371,55.76513,2,2,40,Raining no high winds,Car,2007-08-05 18:10:00
-4.294885,55.803953,1,1,30,Fine no high winds,Car,2007-12-24 22:30:00
-4.245069,55.811793,2,2,30,Raining no high winds,Car,2007-11-09 21:36:00
-4.245069,55.811793,2,2,30,Raining no high winds,Car,2007-11-09 21:36:00
-4.462938,55.83953,1,1,30,Fine no high winds,Car,2007-12-17 00:40:00
-4.418526,55.81884,5,2,30,Fine no high winds,Car,2007-04-21 13:15:00
-4.418526,55.81884,5,2,30,Fine no high winds,Car,2007-04-21 13:15:00
-4.454452,55.859473,2,1,70,Raining no high winds,Car,2007-01-22 00:05:00
-4.479904,55.837571,1,1,30,Fine no high winds,Car,2007-10-20 12:05:00
-4.598694,55.79377,1,1,60,Raining no high winds,Car,2007-11-03 00:35:00
-4.756253,55.943778,1,2,30,Fine no high winds,Car,2007-10-31 18:40:00
-4.756253,55.943778,1,2,30,Fine no high winds,Car,2007-10-31 18:40:00
-4.807063,55.944248,1,1,30,Raining no high winds,Car,2007-03-02 15:40:00
-4.643691,55.930246,1,2,70,Fine no high winds,Car,2007-09-01 11:13:00
-4.58765,55.997411,1,2,30,Fine no high winds,Car,2007-06-06 10:35:00
-4.708303,56.288562,2,2,60,Fine no high winds,Goods vehicle,2007-07-15 17:29:00
-4.721557,56.324943,1,1,60,Raining no high winds,Car,2007-09-09 15:22:00
-4.672418,56.168,2,2,60,Raining + high winds,Car,2007-02-28 15:47:00
-4.672418,56.168,2,2,60,Raining + high winds,Car,2007-02-28 15:47:00
-5.398055,56.476611,3,2,60,Fine no high winds,Car,2007-02-07 18:31:00
-5.398055,56.476611,3,2,60,Fine no high winds,Car,2007-02-07 18:31:00
-5.706919,55.556253,3,2,60,Fine no high winds,Goods vehicle,2007-03-02 19:00:00
-5.706919,55.556253,3,2,60,Fine no high winds,Car,2007-03-02 19:00:00
-5.428221,55.936069,4,3,60,Fine no high winds,Car,2007-03-13 20:17:00
-5.428221,55.936069,4,3,60,Fine no high winds,Car,2007-03-13 20:17:00
-4.963349,56.004321,1,2,60,Fine no high winds,Car,2007-12-11 20:25:00
-5.373444,56.587232,2,2,60,Raining no high winds,Car,2007-07-09 08:50:00
-5.373444,56.587232,2,2,60,Raining no high winds,Goods vehicle,2007-07-09 08:50:00
-5.125889,55.911125,1,1,60,Raining no high winds,Car,2007-05-19 22:30:00
-4.933095,56.269325,1,2,60,Fine no high winds,Car,2007-08-27 10:40:00
-5.046126,56.234141,2,4,60,Fine no high winds,Car,2007-09-10 16:20:00
-5.046126,56.234141,2,4,60,Fine no high winds,Car,2007-09-10 16:20:00
-4.937425,56.252053,3,3,60,Raining + high winds,Car,2007-10-27 16:10:00
-4.937425,56.252053,3,3,60,Raining + high winds,Car,2007-10-27 16:10:00
-4.937425,56.252053,3,3,60,Raining + high winds,Car,2007-10-27 16:10:00
-4.472658,55.929665,1,1,70,Raining no high winds,Car,2007-04-22 09:40:00
-4.071925,55.851322,2,1,30,Fine no high winds,Car,2007-01-10 19:46:00
-3.832191,55.883254,1,2,60,Fine no high winds,Goods vehicle,2007-07-10 15:30:00
-4.076533,55.880812,3,2,60,Fine no high winds,Car,2007-05-10 14:35:00
-4.076533,55.880812,3,2,60,Fine no high winds,Goods vehicle,2007-05-10 14:35:00
-4.021128,55.848392,1,1,30,Raining + high winds,Car,2007-05-19 00:57:00
-3.979284,55.952243,1,2,30,Fine no high winds,Car,2007-06-26 15:30:00
-3.979284,55.952243,1,2,30,Fine no high winds,Car,2007-06-26 15:30:00
-4.006209,55.980386,1,3,60,Fine no high winds,Car,2007-09-21 09:20:00
-4.006209,55.980386,1,3,60,Fine no high winds,Goods vehicle,2007-09-21 09:20:00
-4.006209,55.980386,1,3,60,Fine no high winds,Goods vehicle,2007-09-21 09:20:00
-3.97301,55.964296,5,2,70,Fine no high winds,Car,2007-10-29 15:15:00
-3.97301,55.964296,5,2,70,Fine no high winds,Car,2007-10-29 15:15:00
-3.792852,55.838001,3,2,60,Raining no high winds,Car,2007-11-07 20:15:00
-3.792852,55.838001,3,2,60,Raining no high winds,Goods vehicle,2007-11-07 20:15:00
-3.777201,55.858987,5,3,70,Fine no high winds,Goods vehicle,2007-12-29 12:00:00
-3.777201,55.858987,5,3,70,Fine no high winds,Car,2007-12-29 12:00:00
-3.777201,55.858987,5,3,70,Fine no high winds,Car,2007-12-29 12:00:00
-4.090616,55.669639,7,2,60,Fine no high winds,Car,2007-02-03 16:20:00
-4.090616,55.669639,7,2,60,Fine no high winds,Car,2007-02-03 16:20:00
-4.111295,55.758262,3,2,60,Raining + high winds,Car,2007-02-15 13:20:00
-4.111295,55.758262,3,2,60,Raining + high winds,Car,2007-02-15 13:20:00
-4.0872,55.778625,1,1,30,Fine no high winds,Car,2007-07-27 16:20:00
-4.035838,55.744706,1,1,60,Fine no high winds,Car,2007-10-29 13:17:00
-3.779915,55.673551,1,1,30,Fine no high winds,Goods vehicle,2007-06-04 09:30:00
-3.632015,55.554914,1,1,60,Fine no high winds,Car,2007-09-04 19:15:00
-3.705058,55.692856,1,1,60,Fine no high winds,Car,2007-10-07 01:35:00
-3.42137,55.710038,2,2,40,Fine no high winds,Goods vehicle,2007-09-06 13:10:00
-3.42137,55.710038,2,2,40,Fine no high winds,Goods vehicle,2007-09-06 13:10:00
-3.50927,55.632604,2,1,60,Raining no high winds,Car,2007-01-07 09:10:00
-3.887288,55.608048,2,1,60,Fine no high winds,Car,2007-06-30 21:15:00
-3.879876,55.629012,1,1,30,Raining no high winds,Car,2007-01-21 17:05:00
-5.143109,55.446429,1,1,60,Fine no high winds,Car,2007-04-03 08:07:00
-4.747128,55.753687,4,2,60,Raining no high winds,Car,2007-11-04 21:00:00
-4.747128,55.753687,4,2,60,Raining no high winds,Car,2007-11-04 21:00:00
-5.153265,55.577518,3,2,30,Fine no high winds,Car,2007-12-17 11:35:00
-5.153265,55.577518,3,2,30,Fine no high winds,Car,2007-12-17 11:35:00
-4.551323,55.735439,2,1,60,Raining no high winds,Car,2007-01-21 10:30:00
-4.681194,55.640625,2,1,70,Fine no high winds,Car,2007-07-29 16:45:00
-4.625428,55.750057,3,2,50,Fine no high winds,Car,2007-01-27 16:20:00
-4.625428,55.750057,3,2,50,Fine no high winds,Car,2007-01-27 16:20:00
-4.259163,55.439974,3,2,60,Fine no high winds,Car,2007-08-01 20:15:00
-4.259163,55.439974,3,2,60,Fine no high winds,Goods vehicle,2007-08-01 20:15:00
-4.431457,55.577969,4,2,60,Fine no high winds,Car,2007-07-12 14:10:00
-4.467476,55.63109,2,2,70,Fine no high winds,Goods vehicle,2007-08-16 10:55:00
-4.467476,55.63109,2,2,70,Fine no high winds,Goods vehicle,2007-08-16 10:55:00
-4.490903,55.594662,1,1,30,Fine + high winds,Car,2007-01-13 11:55:00
-4.400037,55.510277,3,2,60,Fine no high winds,Goods vehicle,2007-08-31 15:20:00
-4.400037,55.510277,3,2,60,Fine no high winds,Car,2007-08-31 15:20:00
-4.419253,55.567874,3,2,60,Fine no high winds,Car,2007-06-26 07:38:00
-4.612979,55.477691,1,2,30,Fine no high winds,Pedal cycle,2007-09-08 15:11:00
-4.612979,55.477691,1,2,30,Fine no high winds,Goods vehicle,2007-09-08 15:11:00
-4.627878,55.466136,1,1,30,Fine no high winds,Goods vehicle,2007-12-04 16:05:00
-4.54886,55.48228,2,1,60,Fine no high winds,Car,2007-07-29 13:25:00
-4.616487,55.485257,1,1,30,Fine no high winds,Car,2007-11-18 13:52:00
-4.584966,55.528444,1,1,70,Fine no high winds,Car,2007-01-26 22:45:00
-4.540003,55.467632,1,1,60,Fine no high winds,Car,2007-04-23 19:00:00
-4.475399,54.94526,1,1,60,Fine no high winds,Car,2007-01-21 22:01:00
-4.131268,54.857402,4,2,60,Fine no high winds,Car,2007-04-12 14:00:00
-4.131268,54.857402,4,2,60,Fine no high winds,Goods vehicle,2007-04-12 14:00:00
-4.057474,54.879978,2,2,60,Fine no high winds,Car,2007-07-07 12:52:00
-4.057474,54.879978,2,2,60,Fine no high winds,Goods vehicle,2007-07-07 12:52:00
-4.157693,54.867901,2,2,60,Fine no high winds,Car,2007-10-01 08:43:00
-4.157693,54.867901,2,2,60,Fine no high winds,Car,2007-10-01 08:43:00
-3.70542,55.151287,5,3,60,Fine no high winds,Car,2007-02-22 20:38:00
-3.70542,55.151287,5,3,60,Fine no high winds,Car,2007-02-22 20:38:00
-3.70542,55.151287,5,3,60,Fine no high winds,Goods vehicle,2007-02-22 20:38:00
-3.795712,55.312934,4,3,60,Fine no high winds,Goods vehicle,2007-05-29 07:20:00
-3.795712,55.312934,4,3,60,Fine no high winds,Goods vehicle,2007-05-29 07:20:00
-3.795712,55.312934,4,3,60,Fine no high winds,Car,2007-05-29 07:20:00
-3.456025,55.047214,1,2,60,Fine no high winds,Goods vehicle,2007-09-01 00:01:00
-3.663663,55.117083,1,2,60,Fine no high winds,Car,2007-12-07 09:46:00
-3.663663,55.117083,1,2,60,Fine no high winds,Goods vehicle,2007-12-07 09:46:00
-3.35993,55.116807,1,2,60,Fine no high winds,Goods vehicle,2007-07-03 10:30:00
-3.35993,55.116807,1,2,60,Fine no high winds,Goods vehicle,2007-07-03 10:30:00
-3.318665,55.087424,1,2,70,Fine no high winds,Goods vehicle,2007-12-17 13:24:00
-3.318665,55.087424,1,2,70,Fine no high winds,Goods vehicle,2007-12-17 13:24:00
-0.161149,51.501308,1,1,30,Raining no high winds,Car,2008-01-12 00:43:00
-0.214133,51.505994,1,1,30,Fine no high winds,Car,2008-05-07 16:06:00
-0.188629,51.487797,1,2,30,Fine no high winds,Car,2008-06-16 16:37:00
-0.190569,51.489716,1,1,30,Fine no high winds,Goods vehicle,2008-12-03 14:03:00
-0.093319,51.510836,1,2,30,Fine no high winds,Goods vehicle,2008-09-18 07:21:00
-0.093319,51.510836,1,2,30,Fine no high winds,Pedal cycle,2008-09-18 07:21:00
-0.0799,51.518081,1,1,30,Fine no high winds,Goods vehicle,2008-11-28 19:30:00
-0.158219,51.513223,1,2,30,Fine no high winds,Pedal cycle,2008-02-21 22:58:00
-0.148224,51.503803,1,1,30,Fine no high winds,Car,2008-02-20 13:01:00
-0.161919,51.521554,1,2,30,Fine no high winds,Car,2008-03-06 00:20:00
-0.190757,51.532254,1,2,30,Fine no high winds,Car,2008-06-11 14:39:00
-0.190757,51.532254,1,2,30,Fine no high winds,Car,2008-06-11 14:39:00
-0.185141,51.510315,1,2,30,Fine no high winds,Car,2008-06-06 10:00:00
-0.195185,51.526027,2,4,30,Fine no high winds,Car,2008-07-13 20:23:00
-0.195185,51.526027,2,4,30,Fine no high winds,Car,2008-07-13 20:23:00
-0.195185,51.526027,2,4,30,Fine no high winds,Car,2008-07-13 20:23:00
-0.131603,51.512082,1,1,30,Fine no high winds,Goods vehicle,2008-10-10 14:28:00
-0.138995,51.496912,1,1,30,Raining no high winds,Car,2008-11-28 17:53:00
-0.183921,51.537364,1,1,30,Fine no high winds,Car,2008-11-07 20:30:00
-0.142418,51.536714,1,2,30,Fine no high winds,Goods vehicle,2008-02-22 07:20:00
-0.115824,51.52424,1,2,30,Fine no high winds,Goods vehicle,2008-07-14 08:49:00
-0.121233,51.518931,1,2,30,Fine no high winds,Goods vehicle,2008-09-24 06:40:00
-0.121233,51.518931,1,2,30,Fine no high winds,Pedal cycle,2008-09-24 06:40:00
-0.125573,51.525565,1,1,30,Fine no high winds,Car,2008-12-16 21:53:00
-0.233893,51.494333,1,1,30,Fine no high winds,Car,2008-08-16 20:30:00
-0.058929,51.563779,1,1,30,Fine no high winds,Car,2008-02-22 06:17:00
-0.076345,51.540865,1,2,30,Fine no high winds,Goods vehicle,2008-04-21 08:44:00
-0.076345,51.540865,1,2,30,Fine no high winds,Pedal cycle,2008-04-21 08:44:00
-0.072999,51.56545,1,2,30,Fine no high winds,Pedal cycle,2008-06-23 07:00:00
-0.072999,51.56545,1,2,30,Fine no high winds,Goods vehicle,2008-06-23 07:00:00
-0.075693,51.54607,1,2,30,Fine no high winds,Goods vehicle,2008-08-15 06:35:00
-0.047754,51.521508,1,1,30,Fine no high winds,Car,2008-02-08 13:59:00
-0.026749,51.510544,2,3,30,Fine no high winds,Car,2008-08-22 17:48:00
-0.021417,51.49058,1,1,30,Fine no high winds,Car,2008-10-25 00:33:00
-0.03991,51.522905,1,1,30,Fine no high winds,Goods vehicle,2008-10-17 11:22:00
-0.059296,51.524667,1,1,20,Raining no high winds,Car,2008-11-06 18:55:00
-0.452303,51.481143,1,1,30,Fine no high winds,Car,2008-06-28 22:42:00
-0.028835,51.569033,1,1,30,Fine no high winds,Car,2008-01-10 19:30:00
-0.027607,51.617393,1,3,30,Fine no high winds,Car,2008-08-28 20:00:00
-0.00718,51.605537,1,4,30,Fine no high winds,Car,2008-09-18 15:20:00
-0.00718,51.605537,1,4,30,Fine no high winds,Car,2008-09-18 15:20:00
-0.00718,51.605537,1,4,30,Fine no high winds,Car,2008-09-18 15:20:00
-0.00718,51.605537,1,4,30,Fine no high winds,Car,2008-09-18 15:20:00
0.020213,51.571975,2,3,40,Fine + high winds,Goods vehicle,2008-01-21 08:40:00
0.020213,51.571975,2,3,40,Fine + high winds,Car,2008-01-21 08:40:00
0.019268,51.602747,1,1,30,Fine no high winds,Car,2008-01-08 18:38:00
0.046292,51.603178,5,4,30,Raining no high winds,Car,2008-05-17 17:04:00
0.046292,51.603178,5,4,30,Raining no high winds,Car,2008-05-17 17:04:00
0.046292,51.603178,5,4,30,Raining no high winds,Car,2008-05-17 17:04:00
0.046292,51.603178,5,4,30,Raining no high winds,Car,2008-05-17 17:04:00
0.088443,51.574468,1,1,40,Fine no high winds,Goods vehicle,2008-12-09 07:25:00
0.261873,51.608394,1,1,70,Fine no high winds,Car,2008-02-24 00:54:00
0.264046,51.608531,1,2,70,Fine no high winds,Goods vehicle,2008-06-27 06:13:00
0.264046,51.608531,1,2,70,Fine no high winds,Car,2008-06-27 06:13:00
0.159595,51.568413,2,1,30,Fine no high winds,Car,2008-12-21 01:08:00
0.139999,51.5721,1,2,30,Fine no high winds,Car,2008-02-25 17:11:00
0.140421,51.581085,1,2,50,Fine no high winds,Car,2008-04-05 08:29:00
0.140421,51.581085,1,2,50,Fine no high winds,Car,2008-04-05 08:29:00
0.126177,51.526397,1,1,30,Fog or mist,Car,2008-08-31 02:37:00
0.088172,51.543357,1,1,30,Fine no high winds,Goods vehicle,2008-10-03 13:42:00
0.159631,51.556991,2,3,30,Fine no high winds,Car,2008-12-24 17:47:00
0.159631,51.556991,2,3,30,Fine no high winds,Car,2008-12-24 17:47:00
0.159631,51.556991,2,3,30,Fine no high winds,Pedal cycle,2008-12-24 17:47:00
-0.113864,51.425108,3,2,30,Fine no high winds,Car,2008-02-11 09:40:00
-0.113864,51.425108,3,2,30,Fine no high winds,Goods vehicle,2008-02-11 09:40:00
-0.133614,51.427582,1,2,30,Fine no high winds,Pedal cycle,2008-04-15 08:00:00
-0.133614,51.427582,1,2,30,Fine no high winds,Goods vehicle,2008-04-15 08:00:00
-0.131923,51.447879,1,1,30,Fine no high winds,Car,2008-06-07 14:35:00
-0.124025,51.482555,6,1,30,Fine no high winds,Car,2008-08-26 02:35:00
-0.100825,51.437757,1,2,30,Fine no high winds,Car,2008-08-30 20:44:00
-0.144402,51.455991,4,2,30,Fine no high winds,Goods vehicle,2008-08-13 14:00:00
-0.144402,51.455991,4,2,30,Fine no high winds,Car,2008-08-13 14:00:00
-0.130636,51.451186,5,2,30,Fine no high winds,Car,2008-11-02 13:48:00
-0.093002,51.504626,1,2,30,Fine no high winds,Car,2008-02-27 14:57:00
-0.057971,51.488044,1,2,30,Fine no high winds,Goods vehicle,2008-03-18 09:06:00
-0.057971,51.488044,1,2,30,Fine no high winds,Pedal cycle,2008-03-18 09:06:00
-0.080344,51.497226,1,2,30,Fine no high winds,Goods vehicle,2008-07-30 16:03:00
-0.098005,51.491758,1,1,30,Fine no high winds,Car,2008-09-20 17:09:00
-0.090944,51.546949,2,2,30,Fine no high winds,Car,2008-03-30 13:44:00
-0.120452,51.572874,1,3,30,Raining no high winds,Car,2008-05-01 01:48:00
-0.120452,51.572874,1,3,30,Raining no high winds,Car,2008-05-01 01:48:00
-0.105171,51.53432,1,1,30,Fine no high winds,Goods vehicle,2008-11-25 12:04:00
-0.04134,51.435789,1,1,30,Fine no high winds,Car,2008-06-23 22:03:00
-0.039375,51.488364,2,2,30,Fine no high winds,Car,2008-06-18 14:58:00
0.101442,51.36164,2,2,30,Fine no high winds,Car,2008-01-04 11:40:00
0.101442,51.36164,2,2,30,Fine no high winds,Car,2008-01-04 11:40:00
0.053649,51.426788,1,1,30,Fine + high winds,Car,2008-01-31 15:30:00
-0.025723,51.407558,1,1,30,Fine no high winds,Car,2008-01-25 20:53:00
0.063153,51.38867,7,3,30,Fine no high winds,Car,2008-02-10 01:40:00
0.063153,51.38867,7,3,30,Fine no high winds,Car,2008-02-10 01:40:00
0.063153,51.38867,7,3,30,Fine no high winds,Car,2008-02-10 01:40:00
-0.01513,51.333367,1,1,40,Fine no high winds,Car,2008-02-28 23:25:00
0.078017,51.383641,1,2,30,Fine no high winds,Car,2008-03-27 15:00:00
0.078017,51.383641,1,2,30,Fine no high winds,Car,2008-03-27 15:00:00
-0.024963,51.41519,1,1,30,Fine no high winds,Car,2008-05-31 08:43:00
0.021745,51.365561,1,1,40,Fine no high winds,Car,2008-06-17 23:40:00
0.031248,51.398491,1,1,30,Fine no high winds,Car,2008-08-23 20:58:00
0.092841,51.399835,1,3,30,Fine no high winds,Pedal cycle,2008-09-18 20:30:00
0.092841,51.399835,1,3,30,Fine no high winds,Car,2008-09-18 20:30:00
0.092841,51.399835,1,3,30,Fine no high winds,Car,2008-09-18 20:30:00
